OrderID,Date,Product,Category,Region,UnitPrice,Quantity,Revenue,Profit,Cost
ORD11193,2024-07-09,External SSD 1TB,Storage,West,87.86,1,87.86,21.99,65.87
ORD10938,2024-07-09,Laptop Stand,Accessories,North,18.63,5,93.15,36.2,56.95
ORD12204,2024-07-09,Smartwatch,Wearables,West,121.46,2,242.92,105.53,137.39
ORD12363,2024-07-09,USB-C Hub,Accessories,Central,27.78,3,83.34,36.13,47.21
ORD12520,2024-07-09,Laptop Stand,Accessories,Central,31.81,3,95.43,40.18,55.25
ORD12018,2024-07-10,Laptop Stand,Accessories,South,32.55,1,32.55,14.66,17.89
ORD10745,2024-07-10,USB-C Hub,Accessories,East,22.7,3,68.1,29.23,38.87
ORD11789,2024-07-10,Bluetooth Speaker,Audio,North,57.33,2,114.66,42.18,72.48
ORD11602,2024-07-11,USB-C Hub,Accessories,North,35.85,4,143.4,58.81,84.59
ORD10448,2024-07-11,Laptop Stand,Accessories,Central,26.2,1,26.2,10.61,15.59
ORD12591,2024-07-11,USB-C Hub,Accessories,West,28.11,1,28.11,12.35,15.76
ORD11601,2024-07-11,Wireless Mouse,Accessories,West,29.95,2,59.9,25.2,34.7
ORD12989,2024-07-11,Mechanical Keyboard,Accessories,South,68.07,2,136.14,55.5,80.64
ORD12469,2024-07-11,Mechanical Keyboard,Accessories,South,48.89,4,195.56,87.09,108.47
ORD11443,2024-07-12,Noise Cancelling Headphones,Audio,South,130.42,2,260.84,99.87,160.97
ORD12891,2024-07-12,Laptop Stand,Accessories,South,27.64,2,55.28,22.45,32.83
ORD10579,2024-07-12,Webcam HD,Peripherals,Central,33.1,3,99.3,30.25,69.05
ORD12415,2024-07-12,27-inch Monitor,Displays,North,221.13,2,442.26,129.64,312.62
ORD10164,2024-07-13,Smartwatch,Wearables,South,183.46,3,550.38,251.61,298.77
ORD11833,2024-07-13,Bluetooth Speaker,Audio,East,68.81,3,206.43,78.76,127.67
ORD10085,2024-07-13,Webcam HD,Peripherals,West,59.06,1,59.06,19.9,39.16
ORD12249,2024-07-14,Noise Cancelling Headphones,Audio,North,141.31,1,141.31,50.16,91.15
ORD12863,2024-07-14,External SSD 1TB,Storage,East,117.82,1,117.82,28.65,89.17
ORD11766,2024-07-14,Bluetooth Speaker,Audio,East,44.53,3,133.59,51.69,81.9
ORD11467,2024-07-14,Laptop Stand,Accessories,North,23.18,2,46.36,19.29,27.07
ORD11585,2024-07-14,Wireless Mouse,Accessories,South,16.65,1,16.65,6.92,9.73
ORD10808,2024-07-14,Laptop Stand,Accessories,South,18.05,3,54.15,21.98,32.17
ORD11877,2024-07-15,Noise Cancelling Headphones,Audio,South,117.86,2,235.72,91.97,143.75
ORD11791,2024-07-16,Wireless Mouse,Accessories,North,25.43,2,50.86,21.72,29.14
ORD11519,2024-07-16,Laptop Stand,Accessories,South,32.63,3,97.89,38.9,58.99
ORD11674,2024-07-16,Webcam HD,Peripherals,East,50.88,2,101.76,37.94,63.82
ORD10893,2024-07-16,Webcam HD,Peripherals,East,26.3,1,26.3,9.83,16.47
ORD11649,2024-07-16,Bluetooth Speaker,Audio,South,54.46,1,54.46,22.02,32.44
ORD11417,2024-07-17,Laptop Stand,Accessories,North,26.56,2,53.12,22.1,31.02
ORD11632,2024-07-17,Wireless Mouse,Accessories,South,24.65,3,73.95,30.63,43.32
ORD11318,2024-07-17,Laptop Stand,Accessories,South,32.38,3,97.14,37.42,59.72
ORD10779,2024-07-17,27-inch Monitor,Displays,West,308.78,1,308.78,93.45,215.33
ORD12342,2024-07-17,Wireless Mouse,Accessories,Central,24.25,2,48.5,17.26,31.24
ORD12199,2024-07-17,Laptop Stand,Accessories,South,18.83,3,56.49,23.06,33.43
ORD10431,2024-07-17,Standing Desk,Furniture,North,436.61,4,1746.44,366.41,1380.03
ORD12976,2024-07-18,External SSD 1TB,Storage,North,115.8,1,115.8,31.92,83.88
ORD10364,2024-07-19,Smartwatch,Wearables,East,114.61,3,343.83,154.72,189.11
ORD12321,2024-07-19,Laptop Stand,Accessories,East,21.49,1,21.49,8.4,13.09
ORD11009,2024-07-19,Webcam HD,Peripherals,Central,55.16,3,165.48,50.83,114.65
ORD10072,2024-07-19,Laptop Stand,Accessories,Central,31.83,1,31.83,12.67,19.16
ORD10335,2024-07-19,Smartwatch,Wearables,South,160.3,4,641.2,290.59,350.61
ORD10022,2024-07-19,Laptop Stand,Accessories,East,21.17,1,21.17,8.93,12.24
ORD12335,2024-07-20,Laptop Stand,Accessories,East,25.28,4,101.12,41.87,59.25
ORD11926,2024-07-20,Wireless Mouse,Accessories,East,26.27,1,26.27,10.49,15.78
ORD12230,2024-07-20,Laptop Stand,Accessories,South,27.97,2,55.94,23.14,32.8
ORD11529,2024-07-20,Bluetooth Speaker,Audio,West,79.21,1,79.21,32.47,46.74
ORD10440,2024-07-20,Wireless Mouse,Accessories,South,19.04,2,38.08,14.74,23.34
ORD11605,2024-07-20,Webcam HD,Peripherals,North,47.8,1,47.8,16.78,31.02
ORD10351,2024-07-20,Laptop Stand,Accessories,East,28.09,1,28.09,13.16,14.93
ORD10021,2024-07-21,Laptop Stand,Accessories,West,22.12,4,88.48,38.63,49.85
ORD11716,2024-07-21,Wireless Mouse,Accessories,East,18.23,3,54.69,22.22,32.47
ORD12756,2024-07-21,27-inch Monitor,Displays,South,253.31,5,1266.55,379.75,886.8
ORD12857,2024-07-21,Wireless Mouse,Accessories,East,25.12,1,25.12,9.98,15.14
ORD12057,2024-07-21,External SSD 1TB,Storage,East,79.82,2,159.64,39.94,119.7
ORD12633,2024-07-21,Webcam HD,Peripherals,West,44.93,1,44.93,17.82,27.11
ORD10994,2024-07-21,Laptop Stand,Accessories,West,33.28,3,99.84,47.61,52.23
ORD11320,2024-07-21,Laptop Stand,Accessories,East,27.08,2,54.16,19.97,34.19
ORD12432,2024-07-21,Gaming Chair,Furniture,West,208.27,5,1041.35,250.97,790.38
ORD10506,2024-07-22,Mechanical Keyboard,Accessories,South,50.86,1,50.86,24.33,26.53
ORD11399,2024-07-22,Wireless Mouse,Accessories,North,18.7,3,56.1,22.64,33.46
ORD10378,2024-07-22,External SSD 1TB,Storage,Central,86.73,2,173.46,44.71,128.75
ORD10947,2024-07-23,Webcam HD,Peripherals,East,47.67,1,47.67,18.84,28.83
ORD11087,2024-07-23,Laptop Stand,Accessories,North,30.66,1,30.66,12.42,18.24
ORD11746,2024-07-23,Mechanical Keyboard,Accessories,North,51.65,1,51.65,22.39,29.26
ORD12479,2024-07-24,Mechanical Keyboard,Accessories,South,53.54,1,53.54,22.39,31.15
ORD10621,2024-07-24,Mechanical Keyboard,Accessories,North,40.0,2,80.0,28.98,51.02
ORD10208,2024-07-24,Bluetooth Speaker,Audio,South,49.87,2,99.74,38.94,60.8
ORD11901,2024-07-25,Webcam HD,Peripherals,North,29.27,1,29.27,10.08,19.19
ORD10326,2024-07-25,27-inch Monitor,Displays,South,304.22,2,608.44,187.3,421.14
ORD12512,2024-07-25,Wireless Mouse,Accessories,East,23.6,2,47.2,22.79,24.41
ORD10080,2024-07-25,Bluetooth Speaker,Audio,North,61.97,6,371.82,148.92,222.9
ORD10505,2024-07-25,Bluetooth Speaker,Audio,West,68.04,1,68.04,25.11,42.93
ORD11261,2024-07-25,27-inch Monitor,Displays,West,185.16,2,370.32,108.69,261.63
ORD10027,2024-07-26,Standing Desk,Furniture,North,421.77,2,843.54,190.69,652.85
ORD11215,2024-07-26,Mechanical Keyboard,Accessories,South,75.18,3,225.54,101.65,123.89
ORD11507,2024-07-26,USB-C Hub,Accessories,East,24.04,3,72.12,27.18,44.94
ORD12350,2024-07-26,Smartwatch,Wearables,West,162.29,3,486.87,202.06,284.81
ORD10905,2024-07-26,Bluetooth Speaker,Audio,West,73.68,1,73.68,23.48,50.2
ORD11421,2024-07-27,USB-C Hub,Accessories,North,26.07,2,52.14,22.85,29.29
ORD11807,2024-07-27,Webcam HD,Peripherals,South,26.81,1,26.81,9.37,17.44
ORD12115,2024-07-27,USB-C Hub,Accessories,North,32.35,2,64.7,25.93,38.77
ORD11463,2024-07-27,Standing Desk,Furniture,North,210.31,1,210.31,41.69,168.62
ORD12567,2024-07-27,Webcam HD,Peripherals,West,27.81,2,55.62,18.51,37.11
ORD12224,2024-07-27,Laptop Stand,Accessories,West,27.78,1,27.78,10.89,16.89
ORD12166,2024-07-28,Smartwatch,Wearables,Central,120.85,3,362.55,159.65,202.9
ORD10175,2024-07-28,External SSD 1TB,Storage,West,128.41,2,256.82,60.4,196.42
ORD10722,2024-07-29,Laptop Stand,Accessories,North,25.03,1,25.03,11.56,13.47
ORD10795,2024-07-29,Noise Cancelling Headphones,Audio,East,111.32,3,333.96,130.14,203.82
ORD12233,2024-07-30,Bluetooth Speaker,Audio,Central,55.65,5,278.25,98.9,179.35
ORD12522,2024-07-30,Webcam HD,Peripherals,South,45.46,3,136.38,45.34,91.04
ORD10068,2024-07-31,Smartwatch,Wearables,South,88.86,4,355.44,172.73,182.71
ORD10969,2024-07-31,Bluetooth Speaker,Audio,North,61.49,3,184.47,72.6,111.87
ORD11115,2024-07-31,Standing Desk,Furniture,South,314.66,2,629.32,144.02,485.3
ORD12620,2024-07-31,Bluetooth Speaker,Audio,Central,60.76,2,121.52,48.8,72.72
ORD10480,2024-07-31,Standing Desk,Furniture,Central,219.41,3,658.23,176.13,482.1
ORD12263,2024-07-31,Webcam HD,Peripherals,North,26.25,2,52.5,16.46,36.04
ORD12837,2024-07-31,Mechanical Keyboard,Accessories,South,40.1,4,160.4,63.78,96.62
ORD12234,2024-08-01,27-inch Monitor,Displays,Central,192.48,3,577.44,131.53,445.91
ORD10475,2024-08-01,Laptop Stand,Accessories,West,18.95,2,37.9,16.48,21.42
ORD11402,2024-08-01,Laptop Stand,Accessories,East,30.99,1,30.99,12.66,18.33
ORD11914,2024-08-02,Webcam HD,Peripherals,South,56.37,1,56.37,18.59,37.78
ORD12658,2024-08-02,Mechanical Keyboard,Accessories,South,75.71,1,75.71,30.07,45.64
ORD11834,2024-08-02,Laptop Stand,Accessories,West,34.83,2,69.66,30.7,38.96
ORD12354,2024-08-03,Wireless Mouse,Accessories,Central,21.25,3,63.75,26.5,37.25
ORD10414,2024-08-03,Bluetooth Speaker,Audio,West,56.94,1,56.94,20.73,36.21
ORD12618,2024-08-03,Noise Cancelling Headphones,Audio,South,140.89,5,704.45,294.22,410.23
ORD12966,2024-08-03,Laptop Stand,Accessories,West,23.45,4,93.8,36.45,57.35
ORD12082,2024-08-03,External SSD 1TB,Storage,West,100.94,2,201.88,42.81,159.07
ORD10373,2024-08-03,Laptop Stand,Accessories,South,28.3,4,113.2,56.36,56.84
ORD10112,2024-08-03,Webcam HD,Peripherals,West,42.58,2,85.16,28.87,56.29
ORD10636,2024-08-04,Laptop Stand,Accessories,West,24.58,3,73.74,29.77,43.97
ORD11370,2024-08-04,Noise Cancelling Headphones,Audio,West,96.16,5,480.8,172.21,308.59
ORD12319,2024-08-04,External SSD 1TB,Storage,Central,87.4,3,262.2,64.47,197.73
ORD10508,2024-08-04,Standing Desk,Furniture,East,422.03,5,2110.15,513.78,1596.37
ORD11329,2024-08-04,Laptop Stand,Accessories,North,19.69,3,59.07,26.14,32.93
ORD10321,2024-08-05,Wireless Mouse,Accessories,South,18.6,1,18.6,8.12,10.48
ORD10212,2024-08-05,Laptop Stand,Accessories,North,18.3,3,54.9,22.6,32.3
ORD11840,2024-08-05,Bluetooth Speaker,Audio,South,54.81,2,109.62,36.76,72.86
ORD10161,2024-08-05,Wireless Mouse,Accessories,East,29.36,3,88.08,37.74,50.34
ORD12887,2024-08-06,Smartwatch,Wearables,West,87.66,2,175.32,86.88,88.44
ORD11418,2024-08-07,Noise Cancelling Headphones,Audio,East,101.78,3,305.34,125.82,179.52
ORD11899,2024-08-07,Mechanical Keyboard,Accessories,West,64.41,3,193.23,80.18,113.05
ORD11862,2024-08-07,Laptop Stand,Accessories,West,34.97,4,139.88,62.12,77.76
ORD10046,2024-08-07,Wireless Mouse,Accessories,South,15.61,3,46.83,19.13,27.7
ORD10844,2024-08-07,Bluetooth Speaker,Audio,South,64.35,3,193.05,73.04,120.01
ORD10538,2024-08-07,Mechanical Keyboard,Accessories,East,82.71,3,248.13,95.03,153.1
ORD11289,2024-08-07,Laptop Stand,Accessories,East,32.42,1,32.42,13.31,19.11
ORD10631,2024-08-07,Standing Desk,Furniture,South,402.48,3,1207.44,270.73,936.71
ORD10651,2024-08-07,Wireless Mouse,Accessories,West,22.18,1,22.18,9.2,12.98
ORD11536,2024-08-07,Wireless Mouse,Accessories,Central,27.68,2,55.36,24.53,30.83
ORD10940,2024-08-08,Smartwatch,Wearables,East,160.5,5,802.5,406.47,396.03
ORD10432,2024-08-08,27-inch Monitor,Displays,East,200.27,1,200.27,64.02,136.25
ORD11991,2024-08-08,Smartwatch,Wearables,East,141.53,2,283.06,124.79,158.27
ORD11931,2024-08-08,External SSD 1TB,Storage,South,82.81,3,248.43,56.66,191.77
ORD11588,2024-08-08,Laptop Stand,Accessories,South,22.36,2,44.72,17.91,26.81
ORD12872,2024-08-09,Bluetooth Speaker,Audio,South,57.68,3,173.04,60.68,112.36
ORD10332,2024-08-09,Webcam HD,Peripherals,Central,27.26,3,81.78,28.71,53.07
ORD11719,2024-08-09,Bluetooth Speaker,Audio,West,54.13,2,108.26,42.51,65.75
ORD12466,2024-08-10,Bluetooth Speaker,Audio,South,60.6,1,60.6,23.36,37.24
ORD10955,2024-08-10,Laptop Stand,Accessories,East,19.02,2,38.04,16.2,21.84
ORD11292,2024-08-11,27-inch Monitor,Displays,North,195.06,2,390.12,111.09,279.03
ORD10599,2024-08-11,Noise Cancelling Headphones,Audio,South,65.1,1,65.1,24.48,40.62
ORD11844,2024-08-11,Wireless Mouse,Accessories,North,19.09,3,57.27,22.78,34.49
ORD11917,2024-08-11,Webcam HD,Peripherals,West,30.06,2,60.12,24.15,35.97
ORD12821,2024-08-12,Laptop Stand,Accessories,West,18.49,3,55.47,25.04,30.43
ORD12447,2024-08-12,Bluetooth Speaker,Audio,North,75.76,1,75.76,26.72,49.04
ORD11846,2024-08-13,Bluetooth Speaker,Audio,East,37.51,2,75.02,26.47,48.55
ORD10885,2024-08-13,Bluetooth Speaker,Audio,Central,50.95,1,50.95,18.46,32.49
ORD10398,2024-08-14,Laptop Stand,Accessories,East,18.89,4,75.56,31.81,43.75
ORD10142,2024-08-14,Smartwatch,Wearables,South,127.6,1,127.6,62.24,65.36
ORD11252,2024-08-14,Mechanical Keyboard,Accessories,West,57.03,2,114.06,51.38,62.68
ORD12117,2024-08-15,Standing Desk,Furniture,East,382.98,1,382.98,96.52,286.46
ORD12873,2024-08-15,Bluetooth Speaker,Audio,North,62.77,3,188.31,77.7,110.61
ORD11724,2024-08-15,Bluetooth Speaker,Audio,North,55.36,3,166.08,68.62,97.46
ORD11704,2024-08-15,Webcam HD,Peripherals,Central,40.27,3,120.81,44.95,75.86
ORD11143,2024-08-16,Mechanical Keyboard,Accessories,South,74.46,1,74.46,32.29,42.17
ORD10977,2024-08-16,Webcam HD,Peripherals,North,56.56,1,56.56,19.59,36.97
ORD12242,2024-08-16,Standing Desk,Furniture,East,340.11,3,1020.33,171.1,849.23
ORD12952,2024-08-16,Laptop Stand,Accessories,West,21.33,4,85.32,35.5,49.82
ORD11782,2024-08-16,Smartwatch,Wearables,Central,109.36,3,328.08,165.37,162.71
ORD12460,2024-08-16,External SSD 1TB,Storage,South,80.18,2,160.36,37.49,122.87
ORD11062,2024-08-16,External SSD 1TB,Storage,North,72.62,2,145.24,33.58,111.66
ORD12903,2024-08-16,External SSD 1TB,Storage,Central,113.72,4,454.88,127.6,327.28
ORD10105,2024-08-16,USB-C Hub,Accessories,East,24.09,1,24.09,10.18,13.91
ORD10235,2024-08-17,Webcam HD,Peripherals,North,48.8,1,48.8,16.38,32.42
ORD10581,2024-08-17,Webcam HD,Peripherals,West,48.71,3,146.13,57.97,88.16
ORD10836,2024-08-17,Laptop Stand,Accessories,North,18.97,2,37.94,16.65,21.29
ORD12638,2024-08-18,Smartwatch,Wearables,East,158.61,1,158.61,74.98,83.63
ORD12817,2024-08-18,External SSD 1TB,Storage,North,110.31,3,330.93,77.13,253.8
ORD10865,2024-08-18,27-inch Monitor,Displays,North,260.89,2,521.78,153.88,367.9
ORD12260,2024-08-18,Laptop Stand,Accessories,North,20.77,2,41.54,17.92,23.62
ORD11890,2024-08-18,Bluetooth Speaker,Audio,North,58.39,2,116.78,47.1,69.68
ORD12503,2024-08-19,Noise Cancelling Headphones,Audio,West,99.53,2,199.06,82.51,116.55
ORD10916,2024-08-19,27-inch Monitor,Displays,East,171.01,1,171.01,53.66,117.35
ORD12279,2024-08-19,Wireless Mouse,Accessories,North,21.87,2,43.74,18.59,25.15
ORD11276,2024-08-19,Laptop Stand,Accessories,North,26.73,2,53.46,23.56,29.9
ORD10690,2024-08-19,External SSD 1TB,Storage,West,74.94,4,299.76,64.64,235.12
ORD10759,2024-08-19,Smartwatch,Wearables,South,110.11,1,110.11,51.68,58.43
ORD10265,2024-08-19,Laptop Stand,Accessories,North,23.04,3,69.12,30.45,38.67
ORD12689,2024-08-19,Bluetooth Speaker,Audio,East,42.65,5,213.25,78.55,134.7
ORD10344,2024-08-20,Laptop Stand,Accessories,South,19.48,1,19.48,7.73,11.75
ORD12250,2024-08-20,Laptop Stand,Accessories,North,27.09,1,27.09,11.33,15.76
ORD10087,2024-08-20,Laptop Stand,Accessories,South,33.2,1,33.2,12.74,20.46
ORD11910,2024-08-21,Smartwatch,Wearables,North,171.48,3,514.44,236.76,277.68
ORD12046,2024-08-21,Laptop Stand,Accessories,Central,32.9,1,32.9,14.11,18.79
ORD10523,2024-08-21,Bluetooth Speaker,Audio,South,60.15,3,180.45,63.44,117.01
ORD12626,2024-08-21,Smartwatch,Wearables,West,191.29,1,191.29,86.35,104.94
ORD10512,2024-08-22,Wireless Mouse,Accessories,North,29.08,2,58.16,26.29,31.87
ORD10919,2024-08-22,Smartwatch,Wearables,North,176.27,2,352.54,169.88,182.66
ORD11637,2024-08-22,Smartwatch,Wearables,West,100.58,2,201.16,96.62,104.54
ORD10396,2024-08-22,Noise Cancelling Headphones,Audio,West,146.94,4,587.76,220.7,367.06
ORD10484,2024-08-22,Bluetooth Speaker,Audio,East,74.08,1,74.08,27.4,46.68
ORD12723,2024-08-22,Laptop Stand,Accessories,Central,24.94,1,24.94,10.18,14.76
ORD10079,2024-08-23,Webcam HD,Peripherals,North,55.68,1,55.68,20.48,35.2
ORD10184,2024-08-23,27-inch Monitor,Displays,East,244.93,1,244.93,85.86,159.07
ORD11369,2024-08-23,Webcam HD,Peripherals,North,53.64,2,107.28,42.07,65.21
ORD10695,2024-08-24,Wireless Mouse,Accessories,West,25.76,3,77.28,36.13,41.15
ORD10588,2024-08-24,Webcam HD,Peripherals,North,40.48,4,161.92,63.23,98.69
ORD11435,2024-08-24,Mechanical Keyboard,Accessories,North,85.74,1,85.74,31.86,53.88
ORD10611,2024-08-24,Webcam HD,Peripherals,West,54.73,1,54.73,18.83,35.9
ORD12823,2024-08-25,Mechanical Keyboard,Accessories,East,62.82,1,62.82,25.57,37.25
ORD11864,2024-08-25,Laptop Stand,Accessories,North,20.93,4,83.72,38.3,45.42
ORD11452,2024-08-25,Laptop Stand,Accessories,North,27.43,2,54.86,25.82,29.04
ORD11770,2024-08-25,Mechanical Keyboard,Accessories,East,42.11,5,210.55,84.24,126.31
ORD12957,2024-08-25,Smartwatch,Wearables,North,122.84,2,245.68,110.84,134.84
ORD12298,2024-08-25,Bluetooth Speaker,Audio,West,37.38,2,74.76,29.66,45.1
ORD12774,2024-08-26,Laptop Stand,Accessories,South,25.73,1,25.73,10.43,15.3
ORD12271,2024-08-26,Webcam HD,Peripherals,East,44.59,1,44.59,14.77,29.82
ORD10780,2024-08-26,Laptop Stand,Accessories,West,34.64,4,138.56,55.38,83.18
ORD12642,2024-08-27,Laptop Stand,Accessories,North,21.17,3,63.51,28.36,35.15
ORD12281,2024-08-27,External SSD 1TB,Storage,East,86.29,1,86.29,19.22,67.07
ORD12501,2024-08-27,Wireless Mouse,Accessories,West,28.12,3,84.36,38.3,46.06
ORD12473,2024-08-27,Mechanical Keyboard,Accessories,South,46.5,3,139.5,58.95,80.55
ORD12614,2024-08-28,Noise Cancelling Headphones,Audio,North,96.61,3,289.83,116.67,173.16
ORD12822,2024-08-28,Bluetooth Speaker,Audio,South,66.05,1,66.05,28.16,37.89
ORD11659,2024-08-28,Smartwatch,Wearables,South,175.35,1,175.35,75.39,99.96
ORD10676,2024-08-28,Laptop Stand,Accessories,South,20.13,2,40.26,15.92,24.34
ORD12515,2024-08-28,Laptop Stand,Accessories,West,29.8,3,89.4,38.69,50.71
ORD12536,2024-08-28,Laptop Stand,Accessories,West,23.39,3,70.17,27.3,42.87
ORD10966,2024-08-29,Smartwatch,Wearables,East,131.64,2,263.28,112.71,150.57
ORD11988,2024-08-29,Smartwatch,Wearables,East,178.86,1,178.86,79.88,98.98
ORD11819,2024-08-29,Webcam HD,Peripherals,South,39.11,3,117.33,41.62,75.71
ORD10850,2024-08-30,27-inch Monitor,Displays,South,176.65,3,529.95,128.62,401.33
ORD12820,2024-08-30,Laptop Stand,Accessories,North,19.16,1,19.16,7.83,11.33
ORD10926,2024-08-30,Laptop Stand,Accessories,Central,24.28,2,48.56,21.24,27.32
ORD11241,2024-08-30,Laptop Stand,Accessories,North,25.11,2,50.22,23.12,27.1
ORD12302,2024-08-31,Laptop Stand,Accessories,West,24.21,4,96.84,34.98,61.86
ORD10921,2024-08-31,Laptop Stand,Accessories,North,33.86,3,101.58,46.64,54.94
ORD11796,2024-08-31,Laptop Stand,Accessories,East,34.65,4,138.6,61.87,76.73
ORD10120,2024-08-31,Webcam HD,Peripherals,West,57.19,1,57.19,18.16,39.03
ORD11875,2024-09-01,Webcam HD,Peripherals,Central,54.73,1,54.73,16.75,37.98
ORD12558,2024-09-01,Laptop Stand,Accessories,Central,18.51,1,18.51,8.01,10.5
ORD12243,2024-09-01,Noise Cancelling Headphones,Audio,West,76.0,1,76.0,27.93,48.07
ORD11530,2024-09-01,Bluetooth Speaker,Audio,North,76.12,3,228.36,87.71,140.65
ORD11896,2024-09-01,27-inch Monitor,Displays,East,273.9,2,547.8,167.49,380.31
ORD10155,2024-09-01,Laptop Stand,Accessories,North,27.87,1,27.87,11.4,16.47
ORD11711,2024-09-02,Standing Desk,Furniture,North,306.56,2,613.12,137.86,475.26
ORD11043,2024-09-02,Laptop Stand,Accessories,North,20.85,1,20.85,9.05,11.8
ORD11041,2024-09-02,Laptop Stand,Accessories,West,34.21,2,68.42,30.55,37.87
ORD12304,2024-09-02,Bluetooth Speaker,Audio,South,57.84,4,231.36,100.1,131.26
ORD10559,2024-09-02,USB-C Hub,Accessories,North,24.62,2,49.24,23.18,26.06
ORD10646,2024-09-02,Wireless Mouse,Accessories,South,27.22,1,27.22,11.63,15.59
ORD11792,2024-09-02,Laptop Stand,Accessories,West,28.02,1,28.02,11.57,16.45
ORD10539,2024-09-03,Webcam HD,Peripherals,North,30.01,2,60.02,25.26,34.76
ORD10045,2024-09-03,Wireless Mouse,Accessories,South,23.49,1,23.49,10.32,13.17
ORD10735,2024-09-03,Bluetooth Speaker,Audio,South,75.96,3,227.88,89.5,138.38
ORD10426,2024-09-03,Smartwatch,Wearables,West,199.19,1,199.19,83.09,116.1
ORD12545,2024-09-04,Mechanical Keyboard,Accessories,North,68.64,1,68.64,30.43,38.21
ORD11387,2024-09-04,27-inch Monitor,Displays,South,319.43,7,2236.01,574.22,1661.79
ORD10756,2024-09-04,USB-C Hub,Accessories,South,27.03,3,81.09,32.95,48.14
ORD11592,2024-09-04,Wireless Mouse,Accessories,West,21.2,1,21.2,8.06,13.14
ORD10463,2024-09-04,Webcam HD,Peripherals,East,49.54,2,99.08,33.14,65.94
ORD12150,2024-09-04,Laptop Stand,Accessories,West,34.72,5,173.6,73.24,100.36
ORD12682,2024-09-05,USB-C Hub,Accessories,East,21.12,1,21.12,7.92,13.2
ORD12472,2024-09-05,Laptop Stand,Accessories,South,34.75,3,104.25,41.0,63.25
ORD12314,2024-09-05,Wireless Mouse,Accessories,North,17.86,1,17.86,7.46,10.4
ORD11898,2024-09-05,Bluetooth Speaker,Audio,South,35.92,1,35.92,12.3,23.62
ORD11196,2024-09-05,Laptop Stand,Accessories,East,19.06,1,19.06,7.29,11.77
ORD12433,2024-09-06,Webcam HD,Peripherals,South,26.25,1,26.25,8.54,17.71
ORD10298,2024-09-06,Webcam HD,Peripherals,North,37.11,2,74.22,22.86,51.36
ORD11642,2024-09-06,Laptop Stand,Accessories,North,21.64,1,21.64,9.49,12.15
ORD11966,2024-09-06,Webcam HD,Peripherals,North,50.05,2,100.1,32.07,68.03
ORD10498,2024-09-06,Webcam HD,Peripherals,North,43.24,3,129.72,48.38,81.34
ORD10935,2024-09-06,External SSD 1TB,Storage,East,108.65,4,434.6,120.66,313.94
ORD10074,2024-09-07,Wireless Mouse,Accessories,East,15.4,3,46.2,17.75,28.45
ORD10622,2024-09-07,External SSD 1TB,Storage,Central,123.93,3,371.79,93.4,278.39
ORD12007,2024-09-07,Smartwatch,Wearables,West,185.48,3,556.44,242.44,314.0
ORD11257,2024-09-08,Laptop Stand,Accessories,East,20.82,2,41.64,16.07,25.57
ORD12297,2024-09-08,Laptop Stand,Accessories,West,29.45,3,88.35,36.22,52.13
ORD12378,2024-09-09,Mechanical Keyboard,Accessories,North,86.7,1,86.7,35.79,50.91
ORD10991,2024-09-09,Noise Cancelling Headphones,Audio,South,130.15,3,390.45,156.67,233.78
ORD10510,2024-09-09,Laptop Stand,Accessories,North,34.34,3,103.02,46.43,56.59
ORD10073,2024-09-09,Smartwatch,Wearables,West,130.0,2,260.0,108.45,151.55
ORD12600,2024-09-09,Smartwatch,Wearables,North,113.46,3,340.38,149.04,191.34
ORD10424,2024-09-11,Webcam HD,Peripherals,South,32.77,3,98.31,35.97,62.34
ORD11238,2024-09-11,Laptop Stand,Accessories,East,25.43,1,25.43,11.58,13.85
ORD11388,2024-09-11,USB-C Hub,Accessories,West,32.8,5,164.0,56.9,107.1
ORD10333,2024-09-11,Wireless Mouse,Accessories,East,18.59,1,18.59,8.52,10.07
ORD12625,2024-09-11,Laptop Stand,Accessories,North,25.2,2,50.4,20.91,29.49
ORD12829,2024-09-11,27-inch Monitor,Displays,East,305.73,2,611.46,199.24,412.22
ORD10903,2024-09-12,Wireless Mouse,Accessories,West,18.94,1,18.94,7.71,11.23
ORD12377,2024-09-12,Wireless Mouse,Accessories,North,19.88,1,19.88,7.86,12.02
ORD10035,2024-09-12,Laptop Stand,Accessories,North,24.34,3,73.02,30.77,42.25
ORD12333,2024-09-12,Webcam HD,Peripherals,East,49.72,1,49.72,19.14,30.58
ORD10497,2024-09-12,Laptop Stand,Accessories,West,18.09,3,54.27,22.84,31.43
ORD11758,2024-09-13,Wireless Mouse,Accessories,Central,17.43,1,17.43,6.09,11.34
ORD10644,2024-09-13,Laptop Stand,Accessories,East,34.79,1,34.79,15.32,19.47
ORD11091,2024-09-13,Mechanical Keyboard,Accessories,South,88.91,1,88.91,33.06,55.85
ORD12409,2024-09-13,Smartwatch,Wearables,North,132.96,3,398.88,167.81,231.07
ORD12111,2024-09-14,Laptop Stand,Accessories,North,23.16,2,46.32,17.84,28.48
ORD11144,2024-09-14,Bluetooth Speaker,Audio,North,31.0,4,124.0,40.3,83.7
ORD11587,2024-09-14,Laptop Stand,Accessories,East,34.31,3,102.93,39.37,63.56
ORD11870,2024-09-14,Laptop Stand,Accessories,West,34.7,2,69.4,27.1,42.3
